v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/ai/pipelines/audio-to-text,in_v1_nav,ai,Audio-to-Text,"Audio-to-Text. ## Overview The audio-to-text pipeline converts audio from media files into text, utilizing cutting-edge diffusion models from HuggingFace's automatic-speech-recognition (ASR) pipeline. ## Models ### Warm Models The current warm model requested for the audio-to-text pipeline is: - openai/whisper-large-v3: Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation.",audio|text|models|model|pipeline|ai,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,Developers,AI Pipelines,,true,true,v2/developers/ai-pipelines/overview.mdx,Developers > Developers > AI Pipelines,not_covered,Best candidate score 0.43 against English IA route v2/developers/ai-pipelines/overview.,review_for_deprecation_or_merge,create_new_group,0.5,needs_manual_review,"Top candidate: v2/developers/ai-pipelines/overview (score 0.43, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/image-to-image,in_v1_nav,ai,Image-to-Image,"Image-to-Image. ## Overview The image-to-image pipeline of the Livepeer AI network enables **advanced image manipulations** including style transfer, image enhancement, and more. This pipeline leverages cutting-edge diffusion models from the HuggingFace image-to-image pipeline.",image|models|pipeline|model|ai|diffusion,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Technical References > API Reference > AI API,,true,true,v2/gateways/references/api-reference/AI-API/image-to-image.mdx,Gateways > Gateways > Technical References > API Reference > AI API,minimally_covered,Best candidate score 0.58 against English IA route v2/gateways/references/api-reference/AI-API/image-to-image.,no_deprecation_recommended,create_new_page,0.65,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/image-to-image (score 0.58, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/image-to-text,in_v1_nav,ai,Image-to-Text,Image-to-Text. ## Overview The image-to-text pipeline converts images into text captions. This pipeline is powered by the latest models in the HuggingFace text-to-image pipeline.,image|text|models|pipeline|ai|model,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Technical References > API Reference > AI API,v2/gateways/references/api-reference/AI-API/image-to-text,true,true,v2/gateways/references/api-reference/AI-API/image-to-text.mdx,,minimally_covered,Best candidate score 0.63 against English IA route v2/gateways/references/api-reference/AI-API/image-to-text.,no_deprecation_recommended,merge_and_redirect,0.75,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/image-to-text (score 0.63, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/image-to-video,in_v1_nav,ai,Image-to-Video,Image-to-Video. ## Overview The image-to-video pipeline of the Livepeer AI network allows you to generate animated **high-quality** videos from images. This pipeline is powered by the latest diffusion models in the HuggingFace image-to-video pipeline.,video|image|models|pipeline|diffusion|model,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Technical References > API Reference > AI API,v2/gateways/references/api-reference/AI-API/image-to-video,true,true,v2/gateways/references/api-reference/AI-API/image-to-video.mdx,,minimally_covered,Best candidate score 0.61 against English IA route v2/gateways/references/api-reference/AI-API/image-to-video.,no_deprecation_recommended,merge_and_redirect,0.73,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/image-to-video (score 0.61, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/llm,in_v1_nav,ai,LLM,"LLM. ## Overview The llm pipeline provides an OpenAI-compatible interface for text generation, designed to integrate seamlessly into media workflows. ## Models The llm pipeline supports **any Hugging Face-compatible LLM model**.",llm|models|pipeline|compatible|model|available,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Technical References > API Reference > AI API,,true,true,v2/gateways/references/api-reference/AI-API/llm.mdx,Gateways > Gateways > Technical References > API Reference > AI API,minimally_covered,Best candidate score 0.58 against English IA route v2/gateways/references/api-reference/AI-API/llm.,no_deprecation_recommended,create_new_page,0.65,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/llm (score 0.58, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/overview,in_v1_nav,ai,Overview,"Overview. The Livepeer AI network offers a variety of **generative AI pipelines** that applications can use to request AI inference jobs on the Livepeer network. Currently, the focus is on Diffusion models developed using Huggingface's Diffusers library, but future updates will extend support to other model types.",ai|network|models|pipelines|support|model,beta_experimental,has_beta_label|overlaps_v2_hub,Page text indicates beta/experimental or preview status.,0.88,existing_v2_hub_merge,Developers,Developers,AI Pipelines,v2/developers/ai-inference-on-livepeer/overview,true,true,v2/developers/ai-inference-on-livepeer/overview.mdx,,minimally_covered,Best candidate score 0.62 against English IA route v2/developers/ai-inference-on-livepeer/overview.,review_for_deprecation_or_merge,merge_and_redirect,0.69,needs_manual_review,"Top candidate: v2/developers/ai-inference-on-livepeer/overview (score 0.62, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/segment-anything-2,in_v1_nav,ai,Segment-Anything-2,"Segment-Anything-2. ## Overview The segment-anything-2 pipeline provides direct access to the Segment Anything 2 pipeline developed by Meta AI Research. In its current version, it supports only image segmentation, enabling it to segment any object in an image.",segment|anything|pipeline|video|ai|direct,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Technical References > API Reference > AI API,v2/gateways/references/api-reference/AI-API/segment-anything-2,true,true,v2/gateways/references/api-reference/AI-API/segment-anything-2.mdx,,minimally_covered,Best candidate score 0.60 against English IA route v2/gateways/references/api-reference/AI-API/segment-anything-2.,no_deprecation_recommended,merge_and_redirect,0.72,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/segment-anything-2 (score 0.60, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/text-to-image,in_v1_nav,ai,Text-to-Image,Text-to-Image. ## Overview The text-to-image pipeline of the Livepeer AI network allows you to generate **high-quality** images from text descriptions. This pipeline is powered by the latest diffusion models in the HuggingFace text-to-image pipeline.,text|image|pipeline|models|ai|diffusion,beta_experimental,has_beta_label|overlaps_v2_hub,Page text indicates beta/experimental or preview status.,0.88,existing_v2_hub_merge,Gateways,Gateways,Technical References > API Reference > AI API,v2/gateways/references/api-reference/AI-API/text-to-image,true,true,v2/gateways/references/api-reference/AI-API/text-to-image.mdx,,minimally_covered,Best candidate score 0.61 against English IA route v2/gateways/references/api-reference/AI-API/text-to-image.,review_for_deprecation_or_merge,merge_and_redirect,0.74,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/text-to-image (score 0.61, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/text-to-speech,in_v1_nav,ai,Text-to-Speech,"Text-to-Speech. ## Overview The text-to-speech endpoint in Livepeer utilizes Parler-TTS, specifically parler-tts/parler-tts-large-v1. This model can generate speech with customizable characteristics such as voice type, speaking style, and audio quality.",speech|text|endpoint|parler|tts|model,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Technical References > API Reference > AI API,v2/gateways/references/api-reference/AI-API/text-to-speech,true,true,v2/gateways/references/api-reference/AI-API/text-to-speech.mdx,,minimally_covered,Best candidate score 0.60 against English IA route v2/gateways/references/api-reference/AI-API/text-to-speech.,no_deprecation_recommended,merge_and_redirect,0.72,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/text-to-speech (score 0.60, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/pipelines/upscale,in_v1_nav,ai,Upscale,"Upscale. ## Overview The Livepeer AI network's upscale pipeline provides **advanced image upscaling**. Powered by the latest diffusion models in HuggingFace's super-resolution pipeline, it enhances the resolution of input images by a factor of 4.",upscale|models|pipeline|diffusion|model|ai,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Technical References > API Reference > AI API,,true,true,v2/gateways/references/api-reference/AI-API/upscale.mdx,Gateways > Gateways > Technical References > API Reference > AI API,minimally_covered,Best candidate score 0.58 against English IA route v2/gateways/references/api-reference/AI-API/upscale.,no_deprecation_recommended,create_new_page,0.65,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/upscale (score 0.58, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/sdks/go,in_v1_nav,ai,Go,Go. Learn how to run your first AI inference job using the Livepeer AI Go SDK.,ai|sdk|go|get|first|api,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developers,AI Pipelines,,true,true,v2/developers/ai-inference-on-livepeer/overview.mdx,Developers > Developers > AI Pipelines,not_covered,Best candidate score 0.47 against English IA route v2/developers/ai-inference-on-livepeer/overview.,review_for_deprecation_or_merge,create_new_page,0.54,needs_manual_review,"Top candidate: v2/developers/ai-inference-on-livepeer/overview (score 0.47, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/ai/sdks/javascript,in_v1_nav,ai,JavaScript,JavaScript. Learn how to run your first AI inference job using the Livepeer AI JS SDK.,ai|sdk|javascript|get|first|api,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developers,AI Pipelines,,true,true,v2/developers/ai-inference-on-livepeer/overview.mdx,Developers > Developers > AI Pipelines,not_covered,Best candidate score 0.46 against English IA route v2/developers/ai-inference-on-livepeer/overview.,review_for_deprecation_or_merge,create_new_page,0.53,needs_manual_review,"Top candidate: v2/developers/ai-inference-on-livepeer/overview (score 0.46, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
